proj_id,proj_lgl_name
P172749,Benin Second Fiscal Management and Structural Transformation DPF
P172753,FOSTERING RESILIENT LEARNING PROJECT
P172761,Enhancing Resilience in Kyrgyzstan Additional Financing
P172769,West Africa Food System Resilience Program (FSRP)
P172770,Reduction of Unintentional POPs through Waste Management in a Circular Economy
P172774,Lao PDR Priority Skills for Growth
P172777,Conservation Areas for Biodiversity and Development
P172787,Additional Financing for Judicial Services & Smart Infrastructure Project
P172788,Accelerating Renewable Energy Integration and Sustainable Energy
P172796,UY - COVID-19 Response & Economic Recovery
P172800,Cote d'Ivoire Youth Employment and Skills Development Project - Phase 3
P172806,Yellow River Basin Ecological Protection and Environmental Pollution Control Program
P172809,Morocco COVID-19 Social Protection Emergency Response Project
P172812,Sudan Basic Education Emergency Support
P172817,Bangladesh Environmental Sustainability and Transformation Project
P172827,Turkey Geothermal Development Project Additional Financing
P172834,Sindh Early Learning Enhancement through Classroom Transformation
P172848,Nile Cooperation for Climate Resilience
P172863,COVID-19 Financial Access DPF
P172868,UGANDA INTERGOVERNMENTAL FISCAL TRANSFERS - ADDITIONAL FINANCING
P172885,Additional Financing for the Education Reform Support Project
P172891,Nigeria Distribution Sector Recovery Program
P172893,Integrated watershed management of the Putumayo-Iï¿½ï¿½ river basin
P172899,Promoting Access to Finance for Productive Purposes for MSMEs
P172922,Additional Financing to the Citizen-Centric Judicial Modernization and Justice Service Delivery Project
P172924,Additional Financing for Public Finance Management Modernization Project 2
P172926,Blue Economy Program for Results
P172940,Benin Health System Enhancement Program (P172940)
P172945,Punjab Urban Land Systems Enhancement Project
P172951,Grenada - Caribbean Regional Air Transport Connectivity
P172972,Additional Financing for the Multipurpose Cadaster Project
P172979,Djibouti Integrated Slum Upgrading Project - Additional Financing
P172980,Coastal and Marine Ecosystems Management Strengthening Project
P172988,Burundi Transport Resilience Project
P173001,Tax Administration Reform Project in Uzbekistan
P173008,Bhutan Development Policy Financing with Cat DDO
P173012,Jamaica Catastrophe Bond for increased Financial Resilience to Natural Disasters and Climate Shocks
P173013,Niger Adaptive Safety Net Project 2 Additional Financing
P173018,Solomon Islands Sustainable Mining Development Technical Assistance Project
P173019,Bangladesh Road Safety Project
P173021,Solid Waste Emergency and Efficiency Project
P173025,Climate and Disaster Resilient Cities Project
P173043,Solomon Islands Agriculture and Rural Transformation Project
P173044,Finance for Growth Development Policy Financing
P173048,Morocco Urban Transport Program PforR AF
P173061,Additional Financing Second Agriculture Sector Wide Approach Support Project
P173062,FATA Temporarily Displaced Persons Emergency Recovery Project Third Additional Financing
P173065,Financing Locally-Led Climate Action Program
P173070,Gambia Inclusive and Resilient Agricultural Value Chain Development Project (GIRAV)
P173073,Improving Early Childhood Development outcomes in rural Morocco
P173076,Moldova Water Security and Sanitation Project
P173081,Second Additional Financing for the Children and Youth Protection Project
P173087,Sindh Resilience Project Additional Financing
P173088,Somali Electricity Sector Recovery Project
P173091,Additional Financing - Jordan Education Reform Support Program-for-Results
P173103,Central African Republic - Education Sector Plan Support Project
P173104,Additional Financing for MCRP
P173113,Niger Second Laying the Foundation for Inclusive Development Policy Financing
P173114,Comoros Interisland Connectivity Project
P173119,Somalia - Horn of Africa Infrastructure Integration Project
P173125,Urban Water Supply Strengthening Project
P173126,Mongolia Third Sustainable Livelihoods Project - Additional Financing
P173132,Health Sector Development Support Project - Additional Financing V
P173145,Additional Financing for Liberia Social Safety Nets Project (LSSN-AF)
P173150,"The Gambia Second Fiscal Management, Energy and Telecom Reform Development Policy Financing"
P173151,Strengthening Early Childhood Development and Basic Education Systems to Support Human Capital Development in Eswatini Project
P173161,Gambia Electricity Restoration and Modernization Project - Additional Financing
P173165,Jamaica Foundations for Competitiveness and Growth Project Additional Financing
P173168,Primary Health Care Investment Program
P173178,Managing Public Resources for Service Delivery
P173194,National Energy Access Transformation Project
P173197,Regional Sahel Pastoralism Support Project II
P173213,Second Additional Financing for Citizens' Charter Afghanistan Project
P173225,SINT MAARTEN: AF - EMERGENCY RECOVERY PROJECT I
P173228,Southern Africa Tuberculosis and Health Systems Support Project Additional Financing
P173232,Indonesia Second Financial Sector Reform Development Policy Financing
P173233,Indonesia Third Financial Sector Reform Development Policy Financing
P173240,Acceleration of the Digital Transformation of Cameroon Project
P173249,Indonesia Disaster Risk Finance & Insurance
P173251,Additional Financing Integrated Infrastructure Development for National Tourism Strategic Areas (Tourism Development Project)
P173252,Health System Support Project (KIRA) Additional Financing 2
P173258,Ghana Energy Sector Recovery Program
P173259,Medium-size Cities Integrated Urban Development Project Additional Financing
P173261,Cheesemanburg Landfill and Urban Sanitation project - AF1
P173278,Vanuatu Affordable and Resilient Settlements Project
P173281,AF Haiti Rural Accessibility & Resilience Project
P173282,Ghana Accountability for Learning Outcomes Project Additional Financing
P173283,"Territorial Economic Empowerment for the Indigenous, Afro-Ecuadorians and Montubian Peoples and Nationalities (TEEIPAM)"
P173287,The Gambia Essential Health Services Strengthening Project
P173296,Uganda Climate Smart Agricultural Transformation  Project
P173297,Sri Lanka Agriculture Sector Modernization Project Additional Financing
P173309,Better Education Service Delivery for All Operation Additional Financing
P173312,Resilient Infrastructure for Adaptation and Vulnerability Reduction
P173314,EQRA Additional Financing
P173315,Somalia Crisis Recovery Project
P173316,GEF7: Green and Carbon Neutral Cities
P173318,Armenia Education Improvement Project Additional Financing
P173324,TUNISIA FIRST RESILIENCE AND RECOVERY EMERGENCY DEVELOPMENT POLICY FINANCING
P173332,Additional Financing for the Education Sector Support Program Project
P173335,THIRD ADDITIONAL FINANCING FOR THE SOCIAL SAFETY NET PROJECT
P173344,Third Additional Financing for Social Safety Net Project
P173350,SENEGAL - Additional Financing for the Quality Improvement and  Equity of Basic Education Project
P173351,Additional Financing to the Health System Improvement Project
P173367,LEBANON EMERGENCY CRISIS AND COVID-19 RESPONSE SOCIAL SAFETY NET PROJECT
P173368,Cambodia Health Equity and Quality Improvement Project - Phase 2
P173373,Digital Acceleration Project
P173387,"Early Warning, Early Finance and Early Action Project"
P173391,Oceans for Prosperity Project - LAUTRA
P173398,Accelerating Impacts of CGIAR Climate Research for Africa (AICCRA)
P173399,Actions to Strengthen Performance for Inclusive and Responsive Education Program
P173407,Lao PDR Global Partnership for Education III: Learning and Equity Acceleration Project
P173415,Fourth Additional Financing for Health System Strengthening for Better Maternal and Child Health Results Project
P173416,Liberia Electricity Sector Strengthening and Access Project (LESSAP)
P173424,Resilient and Sustainable Infrastructure for Recovery DPF
P173446,Global Environment Facility Indonesia Sustainable Cities Impact Project
P173450,Strengthening the Statistical System of Uzbekistan
P173464,Critical Ecosystem Partnership Fund ? Caribbean Hotspot Project
P173480,Responding to COVID-19: Modern and Resilient Agri-food Value Chains
P173487,Agriculture Value Chain Development Project (ICARE)
P173506,Access Governance & Reform for the Electricity and Water Sectors Project
P173518,Rural and Small Towns Water Security Project
P173521,Sudan Family Support Project
P173529,"Burkina Faso Third Fiscal Management, Sustainable Growth, and Service Delivery Development Policy Financing"
P173558,Fiji Recovery and Resilience First Development Policy Operation with a Catastrophe-Deferred Drawdown Option
P173568,Tunisia Integrated Disaster Resilience Program
P173582,Emergency Social Protection Enhancement and COVID-19 Response Project
P173589,Meghalaya Health Systems Strengthening Project
P173619,Uzbekistan Financial Sector Reform Project
P173620,Western Balkans Trade and Transport Facilitation Phase 2
P173637,Somali Electricity Access Project Additional Financing
P173640,Social Protection and Economic Resilience Project
P173663,Punjab Affordable Housing Program
P173671,Indonesia: National Urban Flood Resilience Project (NUFReP)
P173676,Resilient Urban Sierra Leone Project
P173677,Liberia Women Empowerment Project
P173680,Second Programmatic Human Capital for Inclusive Growth DPF
P173688,Integrated Economic Development and Community Resilience Project
P173698,Crisis Response and Recovery in Guatemala DPL
P173702,Emergency Locust Response Program
P173704,Gujarat Outcomes for Accelerated Learning (GOAL)
P173711,Connecting Madagascar for Inclusive Growth
P173716,Binh Duong Province's Water Environment Improvement Project
P173731,Somalia Recurrent Cost & Reform Financing Project - Phase 3
P173734,Climate Resilient Water Services Project
P173743,Private Sector Jobs and Economic Transformation (PSJET)
P173746,"China Emerging Infectious Diseases Prevention, Preparedness and Response Project"
P173748,Second Additional Financing to Reaching Out of School Children Project
P173749,Benin Electricity Access Scale-up (BEAS) Project
P173750,Ethiopia COVID-19 Emergency Response
P173757,COVID-19 Emergency Response and Pandemic Preparedness Project
P173760,Nepal: COVID-19 Emergency Response and Health Systems Preparedness Project
P173763,Second Djibouti-Ethiopia Power System Interconnection Project
P173765,Tajikistan Emergency COVID-19 Project
P173766,Kyrgyz Republic - Emergency COVID-19 Project
P173767,AR: COVID-19 Emergency Response Project
P173769,Additional Financing for Health Equity and Quality Improvement Project (H-EQIP)
P173773,Ecuador COVID-19 Emergency Response and Vaccination Project
P173775,Afghanistan COVID-19 Emergency Response and Health Systems Preparedness Project
P173776,Moldova Emergency COVID-19 Response Project
P173782,Kakheti Connectivity Improvement Project
P173783,STP COVID-19 Emergency Response Project
P173787,Bhutan: COVID-19 Emergency Response and Health Systems Preparedness Project
P173788,Ghana COVID-19 Emergency Preparedness and Response Project
P173789,COVID-19 Strategic Preparedness and Response Program (SPRP)
P173796,PANDEMIC RESPONSE EFFECTIVENESS IN PAKISTAN
P173798,The Gambia COVID-19 Preparedness and Response Project
P173799,MONGOLIA COVID-19 EMERGENCY RESPONSE AND HEALTH SYSTEM PREPAREDNESS PROJECT
P173800,West Bank and Gaza COVID-19 Emergency Response
P173801,Maldives COVID-19 Emergency Response and Health Systems Preparedness Project
P173803,Sierra Leone COVID-19 Emergency Preparedness and Response Project
P173804,Nurek Hydropower Rehabilitation Project Phase 2
P173805,PY: COVID-19 Emergency Response Project
P173806,Malawi COVID-19 Emergency Response and Health Systems Preparedness Project
P173807,Djibouti COVID-19 Response
P173809,Bosnia and Herzegovina Emergency COVID-19 Project
P173811,Haiti COVID-19 Response
P173812,Liberia COVID-19 Emergency Response Project
P173813,Cote d'Ivoire COVID-19 Strategic Preparedness and  Response Project (SPRP)
P173815,Cambodia COVID-19 Emergency Response Project
P173816,MALI COVID-19 EMERGENCY RESPONSE PROJECT
P173817,Lao PDR COVID-19 Response Project
P173819,KOSOVO EMERGENCY COVID-19 PROJECT
P173820,KENYA COVID-19 HEALTH EMERGENCY RESPONSE PROJECT
P173823,Nicaragua COVID-19 Response
P173825,DRC COVID-19 Strategic Preparedness and Response Project (SPRP)
P173827,Uzbekistan Emergency COVID-19 Response Project
P173828,Belarus Emergency COVID-19 Response Project
P173830,Community-Based Recovery and Stabilization Project for the Sahel
P173832,Central African Republic COVID-19 Preparedness and Response Project
P173834,Papua New Guinea COVID-19 Emergency Response Project
P173836,India COVID-19 Emergency Response and Health Systems Preparedness Project
P173837,Mauritania COVID-19 Strategic Preparedness and Response Project (SPRP)
P173838,Senegal COVID-19 Response Project
P173839,BENIN COVID-19 PREPAREDNESS AND RESPONSE PROJECT
P173843,Indonesia: Emergency Response to COVID19
P173845,Burundi COVID19 Preparedness and Response Project
P173846,Niger COVID-19 Emergency Response Project
P173851,Republic of Congo COVID-19 Emergency Response Project
P173854,Guatemala COVID-19 Response
P173855,Rwanda COVID-19 Emergency Response Project
P173857,Cabo Verde: COVID-19 Emergency Response Project
P173858,Burkina Faso COVID-19 Preparedness and Response Project
P173861,Honduras COVID-19 Emergency Response Project
P173862,Yemen COVID-19 Response Project
P173866,Mindanao Inclusive Agriculture Development Project
P173867,Sri Lanka COVID-19 Emergency Response and Health Systems Preparedness Project
P173872,El Salvador COVID-19 Emergency Response Project
P173876,Uruguay COVID-19 Emergency Response Project
P173877,Philippines COVID-19 Emergency Response Project
P173880,Togo COVID-19 Emergency Response and Systems Preparedness Strengthening Project
P173881,Panama COVID-19 Emergency Response
P173882,Rwanda Energy Supplemental DPO
P173883,Eswatini COVID-19 Emergency Response Project
P173887,RMI COVID-19 Emergency Response Project
P173890,BBSEA: Blueing the Black Sea GEF Regional Project
P173892,Serbia Emergency COVID-19 Response Project
P173894,Chad COVID-19 Strategic Preparedness and Response Project
P173900,Consolidation and Social Inclusion Development Program: Supplemental Financing
P173902,Myanmar COVID-19 Emergency Response Project
P173903,Fiji COVID-19 Emergency Response Project
P173906,Uganda COVID-19 Economic Crisis and Recovery Development Policy Financing
P173911,Georgia Emergency COVID-19 Response Project
P173912,Egypt COVID-19 Emergency Response
P173916,North Macedonia Emergency COVID-19 Response Project
P173918,THIRD MULTI-SECTORAL STRUCTURAL REFORMS DEVELOPMENT POLICY OPERATION: SUPPLEMENTAL FINANCING
P173920,Samoa COVID-19 Emergency Response Project
P173927,GABON COVID-19 Strategic Preparedness and Response Project (SPRP)
P173933,Solomon Islands COVID-19 Emergency Response Project
P173939,Lesotho COVID-19 Emergency Preparedness and Response Project
P173943,Accelerating India's COVID-19 Social Protection Response Program (PMGKY)
P173944,Improving Primary Health in Rural Areas and Responding to COVID-19 Pandemic Emergency
P173945,Tunisia COVID-19 Response project
P173948,Supplementary Development Policy Financing: Sustaining Market Reforms in Uzbekistan
P173950,Additional Financing to Improving Nutrition Outcomes Project Using the Multiphase Programmatic Approach
P173958,Mizoram Health Systems Strengthening Project
P173965,Economic Management and Competitiveness Development Policy Operation: COVID19 Supplemental  Financing
P173972,Jordan COVID-19 Emergency Response
P173974,Jordan Emergency Cash Transfer COVID-19 Response Project
P173975,"Georgia Relief and Recovery for Micro, Small, and Medium Enterprises"
P173977,Modernizing the National Statistical System in Tajikistan
P173978,Supporting Andhra's Learning Transformation
P173980,Nigeria COVID-19 Preparedness and Response Project
P173982,"Nepal Programmatic Fiscal Policy for Growth, Recovery and Resilience DPC"
P173984,COVID-19 Crisis Emergency Social Safety Nets Project
P173988,Turkey Emergency COVID-19 Health Project
P173989,Republic of Trinidad and Tobago: COVID-19 EMERGENCY RESPONSE PROJECT
P173994,Iran COVID-19 Emergency Response Project
P173996,Crisis Response and Recovery Development Policy Operation
P173997,Safe Schooling and Distance Education Project
P173998,Earthquake Recovery and Public Health Preparedness Project
P174000,Environmental Sustainability and Urban Resilience DPF
P174002,Sustainable Rural Economy Program
P174004,Second Financial and Digital Inclusion Development Policy Financing
P174005,Third Financial and Digital Inclusion Development Policy Lending
P174007,Ulaanbaatar Sustainable Urban Transport Project
P174008,Benin First Fiscal Management and Structural Transformation Development Policy Operation: Supplemental Financing
P174012,Enhancing Early Learning Project
P174014,COVID-19 Emergency Income Support Project
P174023,Additional Financing for the Sint Maarten Hospital Resiliency & Preparedness Project
P174025,Indonesia First Financial Sector Reform Development Policy Financing: COVID-19 Supplemental Financing
P174027,Second Accelerating India's COVID-19 Social Protection Response (PMGKY)
P174028,Emergency Support for MSMEs Project
P174032,GUINEA COVID-19 PREPAREDNESS AND RESPONSE PROJECT
P174033,Uganda COVID-19 Emergency  Education Response Project
P174034,Niger Accelerating Electricity Access Project (Haskï¿½)
P174041,Uganda COVID-19 Response and Emergency Preparedness Project
P174042,Nigeria SFTAS Additional Financing for Covid-19 Response PforR
P174046,Additional Financing to Rwanda Quality Basic Education for Human Capital Development Project
P174047,Bangladesh: Additional Financing for Quality Learning for All Program
P174049,Provision of Essential Health Services Project Additional Financing
P174056,Additional Financing for Digitizing Implementation Monitoring and Public Procurement Project
P174059,KENYA GPE COVID 19 LEARNING CONTINUITY IN BASIC EDUCATION PROJECT
P174063,Guinea COVID-19  Crisis Response Development Policy Financing
P174064,Somalia Re-engagement and Reform Supplemental Development Policy Financing
P174065,Shock Responsive Safety Net for Locust Response Project
P174066,Beneficiary FIRST Social Protection Project
P174067,Public Service Capability Enhancement Project
P174072,Social Protection Emergency Response and Delivery Systems Project
P174075,FSM Maritime Investment Project Additional Financing
P174077,Tonga Climate Resilient Transport Project Additional Financing
P174078,West Bank Emergency Social Protection COVID-19 Response Project
P174085,Recovery and Advancement of Informal Sector Employment
P174089,Maritime Investment in Climate Resilient Operations Additional Financing
P174096,Additional Financing for the OECS Regional Health Project
P174097,Wildlife Conservation Bond Operation
P174101,Albania Emergency COVID-19 Response Project
P174107,Panama Pandemic Response and Growth Recovery Development Policy Operation
P174108,Cameroon COVID-19 Preparedness and Response Project
P174110,Cote D'Ivoire COVID-19 Emergency DPO 2021
P174111,Adaptive Social Protection for Increased Resilience Project
P174112,Emergency Firm Support Project
P174114,NIGERIA: Community Action (for) Resilience and Economic Stimulus Program
P174115,Ecuador Third Inclusive and Sustainable Growth DPL
P174116,Mongolia Emergency Relief and Employment Support Project
P174118,COVID-19 Crisis Response DPF
P174119,COVID-19 Relief Effort for Afghan Communities and Households (REACH)
P174120,Philippines Emergency COVID-19 Response Development Policy Loan
P174135,RESILAND CA+ Program: Uzbekistan Resilient Landscapes Restoration Project
P174137,Philippine Fisheries and Coastal Resiliency Project
P174144,Turkey Rapid Support for Micro and Small Enterprises during the COVID-19 crisis
P174145,Dominican Republic COVID-19 Crisis Response Support
P174150,Mexico Strengthening Economic Sustainability DPF
P174152,Mozambique Covid19 Response DPO
P174153,Sao Tome and Principe: Institutional Capacity Building Project - AF
P174155,Mauritania COVID-19 Emergency DPO
P174157,Nghe An Province's Vinh City Priority Infrastructure and Urban Resilience Development Project
P174163,"Additional Financing for Uganda Reproductive, Maternal and Child Health Services Improvement Project"
P174166,Togo COVID-19 Education Response Project
P174169,"Micro, Small, and Medium Enterprise Access to Finance Emergency Support and Recovery Project"
P174170,Yemen Desert Locust Response Project
P174171,Lesotho Public Sector Foundations for Service Delivery Project
P174177,Peru: Strengthening of the Public Health Emergency Preparedness and Response
P174178,Social Protection and Youth Productive Inclusion Project
P174185,Zambia COVID-19 Emergency Response and Health Systems Preparedness Project
P174186,Benin  COVID-19 Education Response GPE Project
P174191,Second Panama Disaster Risk Management Development Policy Loan with a CAT DDO
P174197,Brazil: Income Support for the Poor affected by COVID-19
P174198,COVID-19 Crisis Response Emergency Development Policy Financing
P174206,Ethiopia: COVID-19 Education Response Project
P174209,CoVID 19 School Sector Response (GPE)
P174214,COVID-19 Education Response Project
P174219,Kiribati COVID-19 Emergency Response Project
P174220,Sudan Education COVID-19 Response
P174223,"COVID19 Response, Recovery and Resilience in Education Project (COVID19 RRREP)"
P174227,Additional Financing Comprehensive Approach to Health System Strengthening
P174228,Additional Financing - Saint Lucia Health System Strengthening Project
P174234,Afghanistan COVID-19 Response Development Policy Grant
P174242,ADDITIONAL FINANCING TO THE DISASTER VULNERABILITY REDUCTION PROJECT FOR DOMINICA
P174244,Guyana Education Sector Program Project
P174246,South Africa Covid-19 Response Development Policy Operation
P174247,Dominica Emergency Agricultural Livelihoods and Climate Resilience Project - Additional Financing
P174251,Serbia Local Infrastructure and Institutional Development Project
P174259,South Africa COVID-19 Emergency Response Project
P174260,Comoros Emergency DPO for Covid-19 response
P174266,Togo Essential Quality Health Services For Universal Health Coverage Project
P174267,China Plastic Waste Reduction Project
P174268,Bangladesh COVID 19 School Sector Response (GPE)
P174273,"COVID-19 Adaptation and Recovery Pilot: Supporting Firms Resilience, Access to Finance and Growth in Iraq"
P174274,Second STP COVID-19 Recovery and Resilience Development Policy Operation
P174275,Third COVID-19 Recovery and Resilience Development Policy Financing
P174285,CASA1000 Community Support Project COVID-19 Additional Financing - Kyrgyz Republic
P174291,Sri Lanka COVID-19 Emergency Response and Health Systems Preparedness Project AF
P174292,"MICRO, SMALL AND MEDIUM ENTERPRISES EMERGENCY RESPONSE"
P174294,COVID-19 Response Additional Financing
P174299,Cabo Verde: COVID-19 Response PEF Additional Financing
P174300,Horn of Africa Initiative: Djibouti Regional Economic Corridor Project
P174312,Second National Ganga River Basin Guarantee
P174314,Locust Emergency and Food Security Project
P174315,Burkina Faso COVID-19 Crisis-Response Development Policy Financing
P174316,Additional Financing ? Third Village Investment Project (COVID-19 Response)
P174318,Integrated Dairy Productivity Improvement Project Additional Financing
P174322,Uzbekistan Scaling Solar 2 Independent Power Producer
P174323,Uzbekistan Syrdarya Efficient Power Generation Project
P174328,Innovation for Rural Competitiveness Project - COMRURAL III
P174329,Malawi Education Reform Program Project
P174335,Cambodia General Education Improvement Project
P174336,Guinea-Bissau Emergency Food Security Project
P174346,"Saint Lucia COVID-19 Response, Recovery and Resilience Development Policy Credit"
P174347,Papua New Guinea Crisis Response and Sustainable Recovery Development Policy Operation
P174348,Emergency Agriculture and Food Supply Project
P174350,Indonesia Sustainable Least-cost Electrification-1 (ISLE-1) Program
P174352,Sudan COVID-19 Emergency Response Project
P174355,Digital West Bank & Gaza Project
P174367,A Private-Sector Led and More Sustainable Economic Recovery DPF
P174376,Togo Emergency Covid-19 DPO 2021
P174379,Regional Connectivity and Development Project
P174385,Second Ethiopia Resilient Landscapes and Livelihoods Project
P174386,Additional Financing to Myanmar COVID-19 Emergency Response Project
P174388,Madagascar Covid-19 Response DPO
P174389,Vietnam COVID-19 Emergency Response Project
P174399,Human Capital Recovery & Resilience Program
P174402,Islamic Republic of Pakistan: Digital Economy Enhancement Project
P174414,Niger Integrated Water Security Platform Project (Niger-IWSP Project)
P174417,Recovery of Economic Activity for Liberian Informal Sector Employment Project
P174422,KRI Social Safety Net Enhancement Project
P174434,Tonga Safe and Resilient Schools Project
P174436,Second Additional Financing for COVID-19 Response under Social Safety Nets Modernization Project
P174440,Peru: Strengthening Foundations for Post COVID-19 Recovery DPF
P174447,Eswatini - Economic Recovery Development Policy Financing I
P174457,AF MALI COVID-19 Emergency Response Project
P174461,Djibouti Digital Foundations Project
P174477,Madagascar National Water Project
P174484,Pakistan Crisis-Resilient Social Protection (CRISP)
P174485,Horn of Africa Initiative: Regional Economic Corridor Project (Addis-Djibouti Corridor)
P174495,Chad Energy Access Scale Up Project
P174498,Samoa Second Recovery and Resilience Development Policy Operation
P174527,Grenada COVID-19 Crisis Response and Fiscal Management DPC
P174531,Jamaica COVID-19 Response and Recovery Development Policy Financing
P174535,Support to Panama PPP Program Development for Recovery Project
P174539,Social Protection and Skills Development Project Additional Financing
P174542,Serbia Accelerating Innovation and Growth Entrepreneurship Additional Financing
P174546,Emergency Locust Response Project
P174547,AF for COVID-19 Response under the Service Delivery and Support to Communities Affected by Displacement Project
P174553,Pakistan Program for Affordable and Clean Energy (PACE)
P174564,West Bengal Building State Capability for Inclusive Social Protection Operation
P174566,Integrated Cash Transfer and Human Capital Project Additional Financing
P174576,Guinea-Bissau: Solar Energy Scale-up and Access Project
P174593,Assam Integrated River Basin Management Program
P174594,Enhancing Labor Mobility from Papua New Guinea (PNG)
P174595,Building Resilient Bridges
P174600,Chad Rural Mobility and Connectivity Project - Additional Financing
P174604,BiH Firm Recovery and Support Project
P174605,Additional Financing to Cambodia COVID-19 Emergency Response Project
P174620,CAR- Public Sector Digital Governance Project
P174622,Nigeria - AF Power Sector Recovery Performance Based Operation
P174635,Northern Mozambique Rural Resilience Project
P174637,Child Nutrition and Social Protection Project
P174639,Mozambique Safer Roads for Socio-Economic Integration Program
P174650,Electricity Distribution Modernization Program
P174669,Second Additional Financing for the Improving Nutrition Outcomes Project Using the Multiphase Programmatic Approach
P174675,Additional Financing for the Djibouti COVID-19 Response Project
P174677,Nicaragua COVID-19 Education Sector Response Project
P174683,Tonga: Supporting Recovery after Dual Shocks Development Policy Operation
P174684,Economic Transformation for Inclusive Growth Project
P174707,"Promoting a more Equitable, Sustainable and Safer Education"
P174708,"Phase 2 Advancing Sustainability in Performance, Infrastructure, and Reliability of the Energy Sector in the West Bank and Gaza"
P174717,Papua New Guinea COVID-19 Emergency Response Additional Financing
P174732,Shimla-Himachal Pradesh Water Supply and Sewerage Services Improvement Program (PforR)
P174736,Additional Financing Haiti Renewable Energy for All
P174754,Cabo Verde: First Sustainable and Equitable Recovery DPF
P174757,"Senegal Jobs, Economic Transformation & Recovery Program"
P174761,Moldova Pandemic Emergency Financing for COVID-19
P174769,"Somalia Capacity Advancement, Livelihoods and Entrepreneurship, through Digital Uplift Project (SCALED-UP) Additional Financing"
P174778,The Resilient Kerala Program
P174781,Additional Financing for COVID-19 Response under the Third Municipal Development Project
P174783,Mozambique Social Protection Project ? Third Additional Financing and COVID-19 Response
P174786,Costa Rica Second Fiscal and Decarbonization Management DPL
P174797,Second Additional Financing to the Saint Lucia Health System Strengthening Project
P174798,Fisheries Sector Prosperity Project
P174806,Mongolia Transport Connectivity and Logistics improvement project
P174812,Transmission Investment Plan (PIT) to support Post-COVID-19 Green Economic Recovery in Peru
P174813,Third Additional Financing for the Sierra Leone Social Safety Net Project
P174814,Great Lakes Trade Facilitation and Integration Project
P174822,Niger Public Sector Management for Resilience and Service Delivery Program
P174825,West Bengal Boosting Logistics Efficiency and Trade Facilitation Program
P174839,GHANA COVID-19 EMERGENCY PREPAREDNESS AND RESPONSE PROJECT ADDITIONAL FINANCING
P174866,Second Additional Financing for Social Safety Nets in Comoros
P174867,Horn of Africa - Groundwater for Resilience Project
P174874,ETHIOPIA WOMEN ENTREPRENEURSHIP DEVELOPMENT PROJECT ADDITIONAL FINANCING
P174880,Additional Financing to STP COVID-19 Emergency Response Project
P174885,Regional Off-Grid Electricity Access Project Additional Financing
P174886,Additional Financing for  COVID-19 response under the Madagascar Social Safety Net Project  (AF3)
P174889,Somalia Inclusive Growth DPO Series
P174892,Bangladesh First Recovery and Resilience DPC
P174898,"Cabo Verde Access to Finance for Micro, Small and Medium Enterprises AF"
P174903,Pandemic Preparedness and Basic Health Services Delivery Project
P174911,"Zambia First Macroeconomic Stability, Growth and Competitiveness DPF"
P174913,Additional Financing for Supporting Effective Universal Health Coverage in Argentina
P174915,Tï¿½rkiye Water Circularity and Efficiency Improvement Project
P174927,Dominica First COVID-19 Response and Recovery Programmatic DPC
P174937,Local Government COVID-19 Response & Recovery Project
P174946,Digital Inclusion and Innovation in Public Services in Argentina
P174956,AF Uzbekistan Emergency COVID-19 Response Project
P174958,AF for COVID-19 Response under the Free Education Project
P174975,"Building the Foundations of a Digital Economy, Strengthening Resilience, and Supporting Governance DPG"
P174986,OECS Data for Decision Making (DDM) Project
P175008,Philippines First Financial Sector Reform Development Policy Financing
P175011,Turkey Climate Smart and Competitive Agricultural Growth Project (TUCSAP)
P175017,Supporting Access to Finance and Enterprise Recovery (SAFER)
P175023,Additional Financing to the Disease Prevention and Control Project
P175036,Yemen Restoring Education and Learning Emergency Project
P175043,Gulf of Guinea Northern Regions Social Cohesion project
P175045,Ethiopia Small and Medium Enterprises Finance Project - Additional Finance
P175065,Lesotho Basic Education Strengthening Project (BESP)
P175072,Malawi First Growth and Resilience DPO with a Catastrophe Deferred Drawdown Option
P175085,Additional Financing for COVID-19 Response under  Cross-Border Tourism and Competitiveness
P175087,Additional Financing to Integrated Urban Development and Resilience Project for Greater Antananarivo
P175110,Phase 2 of Improving Nutrition Outcomes Using the Multiphase Programmatic Approach
P175126,RESILIENT AND SUSTAINABLE INFRASTRUCTURE FOR RECOVERY DPF 2
P175131,COVID-19 Response Project
P175137,Railway Improvement and Safety for Egypt Project
P175138,Buenos Aires ? Mitre Passenger Railway Line Modernization Project
P175139,Sudan Reengagement and Reform Development Policy Financing
P175143,Innovation Program for Smart Growth (PINCRI)
P175167,Ethiopia Program for Results (Hybrid) for Strengthening  Primary Health Care Services.
P175168,Additional Financing for the Tajikistan Emergency COVID-19 Project
P175170,Tuvalu Health System Strengthening Project
P175172,Additional Financing to Madagascar Integrated Growth Poles and Corridor SOP2
P175176,Haiti Resilient Productive Landscapes Additional Financing
P175188,COVID-19 HEALTH EMERGENCY RESPONSE PROJECT
P175191,BiH Health Sectors Programmatic Development Policy Loan
P175192,GEF Sava and Drina Rivers Corridors Integrated Development Program
P175206,Fiji Social Protection COVID-19 Response and System Development Project
P175218,ID for Inclusive Service Delivery and Digital Transformation in Indonesia
P175221,Chennai City Partnership: Sustainable Urban Services Program
P175235,Central Africa Regional Waterways Project
P175237,Agro-Climatic Resilience in Semi-Arid Landscapes (ACReSAL)
